text,description,image_path,ground_truth,prediction
MÚSICO MISÓGINO: 'SI NO ENTREGAS EN LA COCINA ESTÁN LOS PLATOS PA LAVAR',"La imagen es un meme que presenta un fondo de un entorno urbano, posiblemente una calle o un parque. En el primer plano, hay un hombre con expresión enfadada, que lleva una gorra roja y viste una camiseta de color oscuro. Su gesto sugiere irritación o agresividad, con los brazos levantados. El texto en la parte superior dice ""MUSICO MISOGINO"" y en la parte inferior, en un tamaño de fuente más pequeño, se lee: ""'SI NO ENTREGA EN LA COCINA ESTAN LOS PLATOS PA LAVAR'"". El estilo es característico de un meme, con un enfoque en el contraste entre el texto y la imagen.",DS_IMG_586.jpg,hate speech,hate speech
Cuando el padre se desquita por el pasito perrón.,"La imagen es un meme que presenta un momento de una ceremonia, aparentemente un bautizo. En el centro, un sacerdote vestido con una vestimenta dorada sostiene a un bebé, mientras lo mira con seriedad. El bebé está vestido con un atuendo blanco. Al fondo, hay varias personas, incluyendo un grupo que observa la escena con expresiones variadas; algunos parecen divertidos y otros sorprendidos. La parte superior y la inferior de la imagen contienen texto en blanco que dice: ""CUANDO EL PADRE SE DESQUITA"" y ""POR EL PASITO PERRÓN"". El diseño del meme incluye un marco negro alrededor de la imagen.",DS_IMG_1803.jpg,hate speech,hate speech
hola perdido❤️ te he echado de menos😘 bloqueda después me dedica canciones..,"La imagen es un meme dividido en dos paneles. En la parte superior, se observa a una mujer con cabello rubio y ondulado, sonriendo mientras sostiene un teléfono celular de color rosa. En la parte inferior, hay un hombre con una expresión facial de sorpresa o confusión, sosteniendo un teléfono móvil. Ambos paneles tienen burbujas de texto. La burbuja en el panel de la mujer dice: ""❤️ hola perdido ❤️ te he echado de menos 💋"", y la burbuja en el panel del hombre dice: ""🤔🤔🤔 bloqueada después me dedica canciones.."". El fondo de la parte superior muestra un muro de ladrillos, mientras que el de la parte inferior es de color blanco.",DS_IMG_3253.jpg,hate speech,neither
"Cuando por error le digo ""wey"" a mi novio. Prdón krnal, es la costumbre.","La imagen es un meme que presenta una escena de un programa de televisión o película en la que un personaje masculino, vestido con una camisa blanca y una corbata, está acercándose al borde de una puerta de autobús en un gesto de disculpa. La expresión de su rostro sugiere incomodidad o nerviosismo. En la parte superior de la imagen, hay un texto que dice: ""Cuando por error le digo 'wey' a mi novio."" En la parte inferior, se encuentra un texto que dice: ""Prdón krnal, es la costumbre."" El estilo general es humorístico y se utiliza un formato común de meme con texto en la parte superior e inferior de la imagen.",DS_IMG_1878.jpg,inappropriate content,neither
"when desconectas a tu abuelo para conectar tu xbox wan :v El futuro es oi, oíste viejo xdd","La imagen es un meme que contiene una escena de un niño con una expresión seria, posiblemente en un contexto de tensión o preocupación. En la parte superior de la imagen, hay un texto en inglés que dice: ""when desconectas a tu abuelo para conectar tu xbox wan :v"". En la parte inferior, el niño dice: ""El futuro es oi, oiste biejo xdd"". El meme tiene un estilo de juego de palabras y humor relacionado con la desconexión de la generación mayor en favor de la tecnología moderna, y presenta un logo en la esquina superior izquierda que es de color rojo y negro.",DS_IMG_1313.jpg,hate speech,hate speech
"Siempre que platicamos acabo mojada. ¿Te excitó? No, escupes cuando hablas.","La imagen es un meme que presenta a dos personajes en un estilo retro, con un fondo neutro. A la izquierda, una mujer sonriente lleva una blusa clara y tiene el cabello recogido. Ella está sentada, mirando al hombre a su lado, que viste una camisa blanca con un saco oscuro y tiene una expresión coqueta. El hombre está inclinado hacia ella, con una mano en su hombro y otra a su lado. 

Sobre la mujer, hay un cuadro de diálogo que dice: ""Siempre que platicamos acabo mojada"". Sobre el hombre, el cuadro de diálogo dice: ""¿Te excito?"". En la parte inferior, hay un tercer cuadro de diálogo, que dice: ""No, escupes cuando hablas"". La imagen sugiere un diálogo humorístico entre los dos personajes, con implicaciones cómicas.",DS_IMG_617.jpg,hate speech,neither
"Mientras otros sufren por amor, yo sufro por la ley seca.","La imagen es un meme que presenta una niña con una expresión melancólica y reflexiva. Ella sostiene un dibujo de un corazón roto en una mano, mientras que en la otra tiene una botella de cerveza, mostrando un contraste entre el sufrimiento por amor y la falta de acceso a alcohol. En la parte superior de la imagen hay un texto en letras grandes que dice: ""Mientras otros sufren por amor, yo sufro por la ley seca"". El fondo es difuso, lo que hace que la atención se centre en la niña y los elementos que sostiene.",DS_IMG_2315.jpg,hate speech,neither
La Casa de Papel CDMX,"La imagen presenta un personaje que parece estar inspirado en el programa ""La Casa de Papel"". El personaje lleva una máscara que simula un rostro con rasgos fuertes, como cejas marcadas y labios pintados. Su vestimenta es una sudadera roja con capucha, típica del show. La máscara está decorada con flores en la parte superior, dando un toque distintivo. En la parte inferior de la imagen, se encuentra un texto en blanco y negro que dice ""LA CASA DE PAPEL CDMX"", con un diseño prominente. El fondo de la imagen es oscuro, lo que hace que el personaje y el texto resalten notablemente.",DS_IMG_2558.jpg,hate speech,neither
Cuando ni nos hablamos pero nos reaccionamos los memes,"La imagen es un meme que presenta un texto en la parte superior que dice ""Cuando ni nos hablamos pero nos reaccionamos los memes"". Debajo, hay dos personajes de una escena de una película. El primero, un hombre calvo, tiene una expresión facial que podría describirse como confiada o mirona. La segunda persona, una mujer con cabello largo y oscuro, tiene una expresión que sugiere interés o complicidad. Ambos se encuentran en un entorno desértico, con un paisaje de arena visible de fondo.",DS_IMG_1059.jpg,hate speech,neither
REGRESO DE VACACIONES CON TODA LA ACTITUD,"La imagen es un meme que presenta a un hombre con una expresión seria y un ceño fruncido. Lleva un sombrero de color claro, y su cabello es de color marrón con algo de canas. El fondo parece ser una pared interior de tono claro. En la parte inferior de la imagen hay texto que dice ""REGRESO DE VACACIONES CON TODA LA ACTITUD"", en letras grandes y en negrita, lo que sugiere una energía irónica o humorística sobre el retorno al trabajo tras un período de descanso.",DS_IMG_2752.jpg,inappropriate content,neither
Vuelve a decirme que el sexismo no existe y me hago una tortilla con tu escroto.,"La imagen es un meme que muestra a una joven con una expresión facial sorprendentemente emocionada o intensa. Sus ojos están muy abiertos y sonríe de manera exagerada, lo que le da un aspecto casi inquietante. En la parte superior de la imagen, hay un texto en letras mayúsculas que dice: ""VUELVE A DECIRME QUE EL SEXISMO NO EXISTE"". En la parte inferior, continúa con: ""Y ME HAGO UNA TORTILLA CON TU ESCROTO"". El fondo es neutro y la joven parece estar en un entorno doméstico. El estilo del meme es característico de plataformas de redes sociales, utilizando un tono humorístico y provocador.",DS_IMG_376.jpg,neither,neither
Cuando ves a alguien con más cromosomas que tú.,"La imagen es un meme que presenta un texto en la parte superior que dice: ""Cuando ves a alguien con más cromosomas que tú"". Debajo del texto, se muestra una fotografía de una persona con una expresión facial seria, que parece mirar hacia un lado. La persona tiene rasgos distintivos en su rostro, con ojos grandes y una expresión que podría interpretarse como de sorpresa o confusión. El fondo es neutro y poco destacado, lo que dirige la atención hacia la expresión de la persona en la imagen.",DS_IMG_1064.jpg,inappropriate content,neither
"No me gusta la empanada con pasas, pero con tu empanada no sé qué me pasa.","La imagen es un meme que se divide en dos secciones. En la parte superior, hay un texto en un fondo negro que dice: ""No me gusta la empanada con pasas, pero con tu empanada no sé que me pasa."" En la parte inferior, se muestra una escena de una pareja, donde una mujer está en una postura que sugiere intimidad y emoción, mientras que un hombre se inclina hacia ella, mostrando una expresión que indica cercanía o deseo. La mujer parece estar en un momento de placer o sorpresa. Abajo de la imagen, hay tres emoticonos que representan una cara sonriente, una mano con una empanada y otra cara sonriente.",DS_IMG_1253.jpg,hate speech,hate speech
Yo tratando de entender mi propia letra.,"La imagen es un meme que presenta un personaje de dibujos animados, que parece ser un oso de color marrón con una camiseta roja. El oso sostiene un papel con una expresión de confusión o concentración, como si estuviera intentando descifrar lo que está escrito en él. En la parte superior de la imagen, hay un texto que dice: ""Yo Tratando De Entender Mi Propia Letra"". El fondo es de un color neutro, lo que resalta al personaje y su expresión.",DS_IMG_588.jpg,inappropriate content,neither
When te dice que le des un besito en la trompa. De falopio.,"La imagen es un meme que presenta dos paneles. En la parte superior, se muestra un personaje con un traje espacial, sentado en una caja, con una expresión de sorpresa o confusión. El texto dice: ""When te dice que le des un besito en la trompa"". En la parte inferior, el mismo personaje tiene una expresión de felicidad o alivio y el texto dice: ""De falopio"". El fondo es una habitación oscura con algunos objetos rojos difusos al fondo. El estilo del meme es humorístico, aprovechando la popularidad del personaje.",DS_IMG_554.jpg,hate speech,neither
Joe Burrow a sus 25 años | Yo a mis 25 años,"La imagen es un meme que se divide en dos paneles. En el panel superior, se muestra a un hombre con una gran sonrisa, vistiendo una camiseta gris y una gorra blanca que dice ""AFC Champions"". El fondo es borroso, sugiriendo un ambiente de celebración. En el panel inferior, se presenta a otra persona con una expresión facial seria, con residuos de comida en la boca y en la cara, sosteniendo un objeto comestible. Este panel tiene un tono más informal y desenfadado. En la esquina, hay un logo de la NFL y un texto que dice ""Memes Latino"". El contraste entre las dos imágenes sugiere una comparación humorística de situaciones.",DS_IMG_2689.jpg,hate speech,neither
EN LA PELÍCULA EN LA VIDA REAL,"La imagen es un meme dividido en dos partes. En la parte superior, se muestra a dos personajes de la película animada ""Cars"": un camión de remolque con una expresión sonriente y un automóvil de color rosa con una sonrisa amigable, situados en un paisaje árido y montañoso. El texto en la parte superior dice ""EN LA PELÍCULA"". En la parte inferior, hay una fotografía de dos personas: un hombre con rasgos distintivos y una mujer sonriendo, ambos posando juntos para la cámara. El texto en la parte inferior dice ""EN LA VIDA REAL"".",DS_IMG_1866.jpg,inappropriate content,neither
Cuando veo que tiene la papaya depiladita y suavecita 😝,"La imagen es un meme que presenta un personaje de color verde con una expresión exagerada de deseo o emoción. El personaje tiene un ojo cerrado y otro abierto, con la lengua fuera y una gota de saliva que cae de su boca. Alrededor del personaje, hay elementos gráficos como corazones y destellos, que transmiten sentimientos de enamoramiento o atracción. En la parte superior de la imagen, hay un texto que dice: ""Cuando veo que tiene la papaya depiladita y suavecita"" seguido de un emoji con una cara que muestra gusto o deleite. El fondo es de un color azulado, complementando la escena.",DS_IMG_1306.jpg,inappropriate content,neither
"Yo cuando me gradúe, descripción gráfica: Personalmente, odio la escuela, los odio a todos ustedes y espero se pudran en el infierno. Gracias.","La imagen es un meme que muestra el texto en la parte superior: ""Yo cuando me gradúe, descripción gráfica:"". Debajo de este texto, hay una fotografía de una graduada de cabello largo y oscuro, que se encuentra en un escenario con un micrófono. Tiene una expresión intensa mientras habla. Al fondo, se pueden ver otros graduados sentados. En la parte inferior, se incluye un texto que dice: ""Personalmente, odio la escuela, los odio a todos ustedes y espero se pudran en el Infierno. Gracias."" El meme utiliza un formato conocido en redes sociales para transmitir desahogo o humor sobre la experiencia escolar.",DS_IMG_2943.jpg,inappropriate content,hate speech
"Marido que no saca a su mujer, no tiene derecho de prohibirle que salga con su novio. ¡Se tenía que decir y se dijo!","La imagen es un meme que presenta un texto en la parte superior que dice: ""Marido que no saca a su mujer, no tiene derecho de prohibirle que salga con su novio."" A continuación, hay una ilustración de un personaje amarillo, que tiene forma de pájaro o un animal parecido, con ojos grandes y redondos, y una expresión que parece divertida o despreocupada. Este personaje parece estar apoyado sobre una superficie, con una mano levantada, como mostrando un gesto de aceptación. En la parte inferior de la imagen hay un texto adicional que dice: ""¡Se tenía que decir y se dijo!"" El estilo general del meme es colorido y humorístico, con un tono ligero.",DS_IMG_3171.jpg,hate speech,neither
Y te llega un mensaje con número japonés.,"La imagen es un meme que presenta una escena de tres personas en un entorno oscuro y desordenado, con cajas de fondo. El personaje principal, un hombre de piel negra, lleva un sombrero y una túnica morada, y tiene una expresión facial de sorpresa o preocupación. A su lado, hay un hombre de piel clara con un rostro que parece estar girándose hacia el otro personaje, así como una tercera persona que también está parcialmente visible detrás de ellos. El texto en la parte superior dice: ""Y te llega un mensaje con numero japones"" en un tipo de letra que resalta el mensaje en un color oscuro, contrastando con el fondo.",DS_IMG_2394.jpg,hate speech,neither
"No, los memes no son graciosos, son ofensivos! Pero te aseguro que mientras lees, utilizas mi voz de Sheldon!","La imagen es un meme que presenta un personaje masculino con cabello castaño y piel clara, que tiene una expresión facial seria y una mirada directa hacia la cámara. La imagen está dividida en dos partes de texto en la parte superior e inferior. En la parte superior, el texto dice: ""NO, LOS MEMES NO SON GACIOSOS, SON OFENSIVOS!"", y en la parte inferior: ""PERO TE ASEGURO QUE MIENTRAS LEES, UTILIZAS MI VOZ DE SHELDON!"". El fondo es simple y el formato del meme es típico, con un estilo de letra grande y negrita que destaca el contraste entre los mensajes.",DS_IMG_1346.jpg,neither,neither
Se queja de las violaciones a mujeres y los feminicidios. Escucha reggaetón y publica cada finde cómo se embriaga en fiestas.,"La imagen es un meme que presenta un fondo con un diseño de rayas en diferentes tonos de azul. En el centro, hay una cara de una mujer con una expresión exagerada de sorpresa o desaprobación. En la parte superior de la imagen, se encuentra el texto en letras grandes y mayúsculas que dice: ""SE QUEJA DE LAS VIOLACIONES A MUJERES Y LOS FEMINICIDIOS"". En la parte inferior, otro texto en mayúsculas que dice: ""ESCUCHA REGGAETON Y PUBLICA CADA FINDE CÓMO SE EMBRIAGA EN FIESTAS"". El formato del meme es característico de la sátira y la crítica social.",DS_IMG_194.jpg,hate speech,neither
"Ya verás como este 8 de marzo hay uno que te suelta lo de ""¿Y por qué no hay un Día de los Hombres?""","La imagen presenta a cuatro mujeres riendo y disfrutando juntas en un entorno exterior. Están de pie frente a una pared con un diseño gráfico. Las mujeres tienen diversas expresiones de alegría y están sosteniendo vasos, posiblemente de bebidas. La imagen está en blanco y negro, excepto por el texto, que se encuentra en la parte superior y está escrito en letras grandes y en negrita. El texto dice: ""Ya verás como este 8 de marzo hay uno que te suelta lo de '¿Y por qué no hay un Día de los Hombres?'"" El contraste entre el texto y el fondo resalta el mensaje del meme.",DS_IMG_443.jpg,hate speech,neither
FELIZ DÍA DE SAN VALENTÍN,"La imagen es un meme dividido en dos paneles. En el panel izquierdo, se muestra una pintura de un santo con un sombrero de vaquero, con ambas manos levantadas en señal de bendición. Debajo de la imagen está el texto en mayúsculas ""FELIZ DÍA DE SAN VALENTÍN"" en letras grandes y en negrita. En el panel derecho, se ve a un hombre con una expresión neutra, con cabello oscuro y un abrigo claro. Está sosteniendo algo poco visible en sus manos, que parecen ser flores o un regalo. El fondo es de color claro y desenfocado.",DS_IMG_2234.jpg,hate speech,neither
Otras chicas con gafas / Yo cuando me pongo gafas,"La imagen es un meme que se divide en dos paneles. En el panel de la izquierda, hay una joven con gafas, que tiene una expresión coqueta y está posando de manera relajada. Lleva una camiseta negra y un overol de mezclilla. En el panel de la derecha, aparece una persona con gafas grandes y un peinado diferente, que muestra una expresión más caricaturesca. Esta persona lleva un suéter rojo y una blusa verde. En la parte superior de la imagen, hay un texto que dice: ""Otras chicas con gafas / Yo cuando me pongo gafas"", lo que sugiere un contraste humorístico entre los dos estilos.",DS_IMG_2285.jpg,hate speech,neither
"Mijo, usted que estudia ingeniería civil, vaya haciéndome el segundo piso al pesebre.","La imagen es un meme que muestra a una mujer mayor, con cabello canoso y usando gafas, sentada frente a una computadora. Su expresión facial es de concentración y parece estar señalando algo en la pantalla con una mano. El texto en la parte superior dice: ""MIJO UD QUE ESTUDIA INGENIERÍA CIVIL"" y en la parte inferior: ""VAYA HACIENDOME EL SEGUNDO PISO AL PESEBRE"". El fondo muestra un ambiente doméstico con un tono cálido.",DS_IMG_2434.jpg,inappropriate content,hate speech
Te mides el nepe con los dedos de las manos. Cosas de hombres xDxdXD,"La imagen es un meme que presenta un retrato de un hombre con un bigote prominente, que mira directamente a la cámara. Su expresión facial es seria y decidida. En la parte superior de la imagen hay un texto en letras grandes que dice ""Te mides el nepe con los dedos de las manos"". En la parte inferior, el texto dice ""Cosas de hombres xDxdXD"" en un estilo más pequeño. En la esquina inferior izquierda, se puede ver un pequeño logo o símbolo que dice ""MECHO EN RECONILITE"". El estilo del meme es típico de redes sociales, utilizando humor basado en estereotipos.",DS_IMG_682.jpg,hate speech,neither
Me veo normal pero en el fondo no me acuerdo de ninguna de mis contraseñas.,"La imagen es un meme que presenta un personaje de rana con expresión seria y un atuendo que consiste en un abrigo marrón y pantalones a rayas. El texto en la parte superior dice: ""Me veo normal pero en el fondo no me acuerdo de ninguna de mis contraseñas."" La rana parece estar en un entorno simple y neutro, lo que destaca su apariencia y la frase humorística.",DS_IMG_1622.jpg,hate speech,neither
"¿Y por qué estás en ese grupo Chabela? - Es que me gusta el desmadre, padre.","La imagen es un meme que presenta dos personajes de una escena de una serie de televisión. En la parte superior, hay un texto en mayúsculas que dice: ""¿Y por qué estás en ese grupo Chabela?"" acompañado por un emoticono de confusión. En la parte inferior, el segundo personaje, que es una mujer con un vestido negro y un velo, responde: ""Es que me gusta el desmadre padre,"" con un emoticono sonriente. El hombre a su lado tiene una expresión seria y está vestido con ropas que sugieren un contexto religioso. La escena muestra un ambiente de diálogo entre los dos personajes, con el fondo desenfocado.",DS_IMG_647.jpg,neither,neither
"""ERIC, MÍRAME A LOS OJOS""","La imagen es un meme que se presenta en formato de dos paneles. En la parte superior, se observa una mujer con cabello largo y lacio, que parece estar en un ambiente iluminado. Ella tiene una expresión facial seria y está dirigiendo la mirada a otra persona, mientras que un texto en la parte superior dice ""ERIC, MÍRAME A LOS OJOS"". En la parte inferior, hay un primer plano de los ojos de un hombre con una expresión de atención o concentración. La imagen transmite un sentido de conexión o intimidad entre las dos personas representadas.",DS_IMG_1302.jpg,neither,neither
"Yo no soy racista, soy clasista y odio la gente de clase negra.","La imagen es un meme que presenta una fotografía de un perro labrador de color dorado, usando gafas, con una expresión seria. El fondo tiene una combinación de colores azul y gris en un diseño de triángulos. En la parte superior e inferior de la imagen, hay texto en letras grandes y negritas que dice: ""YO NO SOY RACISTA, SOY CLASISTA"" y ""Y ODIO LA GENTE DE CLASE NEGRA"". El estilo del meme utiliza un formato común donde se incluye un animal, en este caso un perro, acompañado de un mensaje provocativo o humorístico.",DS_IMG_167.jpg,inappropriate content,neither
Cuando ves un buen culo pero es de hombre pero es un buen culo :v,"La imagen es un meme que consta de tres paneles. En el primer panel, un personaje de cómic con traje rojo y azul (que recuerda a Spider-Man) está mirando a través de un telescopio, mirando hacia algo que ha llamado su atención. El texto arriba dice: ""Cuando ves un buen culo"". En el segundo panel, el mismo personaje tiene una expresión de preocupación, con las manos en la cabeza, y el texto dice: ""pero es de hombre"". En el tercer panel, el personaje vuelve a mirar a través del telescopio, mostrando una expresión de conflicto interno y el texto dice: ""pero es un buen culo :v"". El estilo visual es distintivo de los memes y utiliza un humor basado en la sorpresa y la confusión.",DS_IMG_491.jpg,hate speech,neither
¿Qué haremos ahora que se está esparciendo el Covid-19? Profesor Alumnos Quizá podamos dar clases en línea. Pero usted no sabe ni prender el proyector.,"La imagen es un meme que consiste en cuatro paneles extraídos de una película animada. En el primer panel, un personaje con casco y adornos en la cabeza se dirige a otro, mostrando preocupación en su rostro, con el texto que dice ""¿Qué haremos ahora que se está esparciendo el Covid-19?"". En el segundo panel, el mismo personaje se muestra más decidido, con el texto ""Profesor"". En el tercer panel, el otro personaje responde con expresión de determinación, y el texto dice ""Quizá podamos dar clases en línea"". En el cuarto panel, el primer personaje vuelve a mostrar una expresión preocupada y dice ""Pero usted no sabe ni prender el proyector"".",DS_IMG_2792.jpg,hate speech,hate speech
Yo en mi trabajo risa y risa hasta que recuerdo que hay cámaras.,"La imagen es un meme que presenta dos paneles de fotos de primates. En el panel izquierdo, hay un mono con una expresión exagerada de risa o sorpresa, su boca está abierta y muestra un rostro que parece divertido y animado. En el panel derecho, hay otro mono con una expresión más seria y neutral, sus ojos son grandes y parece contemplativo. Arriba de ambas imágenes, hay un texto que dice: ""Yo en mi trabajo risa y risa hasta que recuerdo que hay cámaras"". El diseño es típico de un meme, utilizando imágenes de animales para expresar una situación cómica o relatable.",DS_IMG_1458.jpg,neither,neither
Todo hombre tiene esta cara cuando su mujer conduce.,"La imagen es un meme que muestra a dos niños en un vehículo de juguete. A la izquierda, un niño pequeño tiene una expresión seria y parece preocupado. A la derecha, una niña que está al volante grita o ríe con entusiasmo. El fondo es un jardín con árboles y césped verde. En la parte inferior de la imagen, hay texto en letras grandes que dice: ""TODO HOMBRE TIENE ESTA CARA CUANDO SU MUJER CONDUCE"".",DS_IMG_334.jpg,hate speech,neither
— ¿No me hará daño trabajar así? — ¿Así como? — Así de lunes a viernes.,"La imagen es un meme que muestra una escena de oficina. En el centro de la imagen, hay un escritorio blanco con una laptop de color plata (de la marca Apple) abierta. Detrás de la laptop, se sitúa un mono de aspecto humano, que está en posición erguida con los brazos cruzados. El mono tiene una expresión facial que parece reflexiva o pensativa. En la parte superior de la imagen, hay texto en dos líneas donde se plantea un diálogo relacionado con trabajar. El fondo presenta una pared clara y una ventana, sugiriendo un ambiente de trabajo.",DS_IMG_1704.jpg,hate speech,neither
"""No es diario Goey, no es diario. No tenemos 18, uno está cansado, tenemos cosas que hacer...""","La imagen es un meme que presenta un formato de dos paneles. En el panel izquierdo, se observa a un hombre con barba y cabello castaño, visiblemente emocionado y sonriendo, mientras mira a una mujer que está sentada frente a él. La mujer tiene el cabello recogido en una coleta y parece estar comunicándose con él de manera íntima. El fondo está compuesto de hojas verdes, creando un ambiente natural. En el panel derecho, la mujer se inclina hacia el hombre, acariciando su cara, mientras él sonríe. El texto superior del meme incluye una cita que parece referirse a una conversación, diciendo: ""No es diario Goey, no es diario. No tenemos 18, uno está cansado, tenemos cosas que hacer..."".",DS_IMG_2753.jpg,hate speech,neither
Ora ora ¿A dónde vas? Despídete bien.,"La imagen es un meme que se presenta en un formato de captura de pantalla de video de seguridad. En el interior de un vehículo, se pueden observar varios hombres sentados. Uno de ellos, al centro, parece estar levantándose mientras una persona al lado de la puerta se está asomando hacia afuera. La expresión de los hombres sugiere una situación de sorpresa o tensión. En la parte superior de la imagen, hay un texto en letras grandes que dice: ""Ora ora ¿A donde vas? Despídete bien"". El fondo del vehículo está iluminado y se pueden ver los asientos y ventanas.",DS_IMG_2847.jpg,hate speech,neither
14 de Febrero. Lo importante es mantener viva la llama.,"La imagen presenta un meme con un fondo que muestra un entorno hospitalario. En el centro, hay una llama sentada en una cama de hospital, cubierta con sábanas azules. La llama tiene una expresión facial tranquila y está parcialmente cubierta por la manta. A la derecha, una persona vestida con un uniforme de médico, que lleva una mascarilla y un gorro quirúrgico, se está ocupando de la llama. En la parte superior de la imagen, hay un texto que dice: ""14 de Febrero. Lo importante es mantener viva la llama."" El estilo del meme es humorístico y juega con la palabra ""llama"" en relación con el Día de San Valentín.",DS_IMG_2260.jpg,neither,neither
UNA ENTRADA PARA OPPENHEIMER UNA ENTRADA PARA BARBIE,"La imagen es un meme que presenta dos paneles, cada uno con una figura masculina de aspecto similar. En el panel izquierdo, el personaje tiene una expresión seria y decidida, con una barba bien definida y el cabello oscuro, vistiéndose con un traje oscuro. En el panel derecho, el mismo personaje aparece con una expresión más amigable y relajada, llevando una camisa de color rosa claro con estampado. Debajo de cada panel hay un texto en blanco: ""UNA ENTRADA PARA OPPEHEIMER"" en el panel izquierdo y ""UNA ENTRADA PARA BARBIE"" en el panel derecho. El fondo de la imagen en el panel izquierdo es oscuro, mientras que el derecho tiene un fondo más claro.",DS_IMG_2424.jpg,neither,neither
¿Cuál es el Pokémon favorito de los judíos? Ratatatatata.,"La imagen es un meme que presenta un fondo dividido en cuatro secciones en colores rojo y negro. En el centro, se muestra una figura con un bigote peculiar, con expresión seria. En la parte superior, se encuentra el texto ""CUAL ES EL POKEMON FAVORITO DE LOS JUDIOS?"", que está en letras grandes y negras. En la parte inferior, aparece la respuesta ""RATATATATA"" en un tamaño de fuente similar. El meme combina elementos de humor y controversia.",DS_IMG_1098.jpg,inappropriate content,neither
"Tú y yo, saliendo de un motel, dejando las sábanas así, para darle un susto a la señora que hace el aseo... No sé, piénsalo.","La imagen es un meme que muestra una habitación con una cama deshecha. En la cama, hay un bulto que parece estar cubierto con sábanas, lo que da la impresión de que hay una persona acostada. Junto al bulto, hay un teléfono de mesa. En la parte superior de la imagen, hay un texto que dice: ""Tu y yo, saliendo de un motel, dejando las sábanas así, para darle un susto a la señora que hace el aseo... No sé, piénsalo."" El ambiente parece ser de un motel, y la situación evocada es humorística y un tanto provocativa.",DS_IMG_1163.jpg,hate speech,hate speech
"""Es viernes y el cuerpo lo sabe"" Mi cuerpo:","La imagen es un meme que presenta un texto en la parte superior que dice: ""Es viernes y el cuerpo lo sabe"" seguido de ""Mi cuerpo:"". Justo debajo, se muestra una imagen de un personaje de dibujos animados, en la que este está acostado en una cama. El personaje tiene orejas grandes y está cubierto con una manta de estampado de tigre. El entorno es sencillo, con una pared de color azul y un mueble de madera al lado de la cama. El personaje parece relajado, sugiriendo un momento de descanso o pereza.",DS_IMG_1628.jpg,hate speech,neither
Cuando te dan el día libre en el museo.,"La imagen es un meme que muestra a una mujer en un lugar público, posiblemente frente a un museo, con una arquitectura clásica de fondo. La mujer está vestida con un vestido negro y tiene una expresión contemplativa. Al lado de ella, se puede ver una parada de autobús con información sobre las rutas disponibles. El texto en la parte superior y en la parte inferior del meme dice, respectivamente, ""CUANDO TE DAN"" y ""EL DÍA LIBRE EN EL MUSEO"", en letras grandes y en negrita, lo que sugiere un contexto humorístico sobre disfrutar de un día libre en un entorno cultural.",DS_IMG_3245.jpg,hate speech,neither
6 am para irme de viaje // 6 am para ir a trabajar,"La imagen es un meme que presenta dos paneles. En el panel de la izquierda, hay una mujer con cabello rubio y lacio, vestida con una chaqueta dorada brillante y una camiseta morada con un rayo dorado, sonriendo y posando. En el panel de la derecha, la misma mujer aparece con un aspecto descuidado, con el cabello desaliñado y vestida con un suéter blanco con un diseño de cara de gato. Su expresión es seria y parece estar en una conversación o reflexionando. El texto en la parte superior dice: ""6 am para irme de viaje // 6 am para ir a trabajar"".",DS_IMG_1685.jpg,neither,neither
"Papá, ¿por qué la gente dice que todos los chinos nos parecemos? No lo sé pequeño, yo soy tu vecino de al lado.","La imagen es un meme que presenta un diálogo entre un niño y un adulto, presumiblemente su padre. El niño, que tiene una expresión sonriente y curiosa, pregunta: ""Papá, ¿por qué la gente dice que todos los chinos nos parecemos?"". El adulto, que sonríe con complicidad, responde: ""No lo sé pequeño, yo soy tu vecino de al lado"". El fondo es sencillo, con un color claro, y la conversación se presenta en recuadros de texto. Las letras están en un estilo legible y amigable.",DS_IMG_2172.jpg,inappropriate content,neither
"Amor, en serio créeme, tengo marcas en las nalgas porque mi papá todavía me pega.","La imagen es un meme que presenta a dos personajes de un programa animado. A la izquierda se encuentra Bart Simpson, con una expresión de sorpresa y preocupación, mirando hacia la derecha. Tiene el cabello amarillo y usa una camiseta azul y un pantalón. A la derecha, una chica con cabello largo y oscuro lleva un vestido rosa con una diadema. Ella parece estar hablando con Bart, mostrando una expresión seria o indignada. El texto en la parte superior de la imagen dice: ""Amor, en serio créeme, tengo marcas en las nalgas porque mi papá todavía me pega"". El fondo muestra un cielo con algunas nubes y un entorno verde.",DS_IMG_1394.jpg,inappropriate content,neither
Voy a ser una chica muy traviesa. Pues los reyes te están viendo y no te van a traer nada.,"La imagen es un meme que presenta un diálogo entre dos personajes. A la izquierda, hay una mujer con una expresión seductora, vistiéndose de manera que sugiere un juego travieso, mientras que a la derecha se encuentra un hombre con una expresión seria. La mujer dice: ""Voy a ser una chica muy traviesa"", y el hombre responde: ""Pues los reyes te están viendo y no te van a traer nada"". Ambas líneas de diálogo están en burbujas de texto sobre sus cabezas. En lugar del pecho de la mujer, hay un emoji de cara sonriente con gafas de sol que cubre la parte superior. La escena parece ser en un ambiente informal, pero el enfoque principal es la interacción entre los personajes.",DS_IMG_885.jpg,hate speech,neither
